experiment,run,ceiling,timestamp,valid,retries,latency_ms,outcome,tags,summary
ceiling2,1,2,2026-09-11T13:46:10,True,0,95388,valid_first_attempt,spartansbulldogs | mountainwestsoccer | spartansoccercomplex,San Jose State and Fresno State face off in a Mountain West soccer match at the Spartan Soccer Complex this Saturday.
ceiling2,2,2,2026-09-11T13:47:46,True,0,95619,valid_first_attempt,spartansbulldogs | mountainwestsoccer | spartansoccercomplex,San Jose State and Fresno State face off in a Mountain West soccer match at the Spartan Soccer Complex this Saturday.
ceiling2,3,2,2026-09-11T13:49:21,True,0,98513,valid_first_attempt,spartansbulldogs | mountainwestsoccer | spartansoccercomplex,San Jose State and Fresno State face off in a Mountain West soccer match at the Spartan Soccer Complex this Saturday.
ceiling2,4,2,2026-09-11T13:51:00,True,0,95595,valid_first_attempt,spartansbulldogs | mountainwestsoccer | spartansoccercomplex,San Jose State and Fresno State face off in a Mountain West soccer match at the Spartan Soccer Complex this Saturday.
ceiling2,5,2,2026-09-11T13:52:35,True,0,94634,valid_first_attempt,spartansbulldogs | mountainwestsoccer | spartansoccercomplex,San Jose State and Fresno State face off in a Mountain West soccer match at the Spartan Soccer Complex this Saturday.
ceiling2,6,2,2026-09-11T13:54:10,True,0,101438,valid_first_attempt,spartansbulldogs | mountainwestsoccer | spartansoccercomplex,San Jose State and Fresno State face off in a Mountain West soccer match at the Spartan Soccer Complex this Saturday.
ceiling2,7,2,2026-09-11T13:55:51,True,0,107434,valid_first_attempt,spartansbulldogs | mountainwestsoccer | spartansoccercomplex,San Jose State and Fresno State face off in a Mountain West soccer match at the Spartan Soccer Complex this Saturday.
ceiling2,8,2,2026-09-11T13:57:39,True,0,109560,valid_first_attempt,spartansbulldogs | mountainwestsoccer | spartansoccercomplex,San Jose State and Fresno State face off in a Mountain West soccer match at the Spartan Soccer Complex this Saturday.
ceiling2,9,2,2026-09-11T13:59:28,True,0,108359,valid_first_attempt,spartansbulldogs | mountainwestsoccer | spartansoccercomplex,San Jose State and Fresno State face off in a Mountain West soccer match at the Spartan Soccer Complex this Saturday.
ceiling2,10,2,2026-09-11T14:01:17,True,0,110907,valid_first_attempt,spartansbulldogs | mountainwestsoccer | spartansoccercomplex,San Jose State and Fresno State face off in a Mountain West soccer match at the Spartan Soccer Complex this Saturday.
ceiling2,11,2,2026-09-11T14:03:08,True,0,112548,valid_first_attempt,spartansbulldogs | mountainwestsoccer | spartansoccercomplex,San Jose State and Fresno State face off in a Mountain West soccer match at the Spartan Soccer Complex this Saturday.
ceiling2,12,2,2026-09-11T14:05:00,True,0,93548,valid_first_attempt,spartansbulldogs | mountainwestsoccer | spartansoccercomplex,San Jose State and Fresno State face off in a Mountain West soccer match at the Spartan Soccer Complex this Saturday.
ceiling2,13,2,2026-09-11T14:06:34,True,0,98017,valid_first_attempt,spartansbulldogs | mountainwestsoccer | spartansoccercomplex,San Jose State and Fresno State face off in a Mountain West soccer match at the Spartan Soccer Complex this Saturday.
ceiling2,14,2,2026-09-11T14:08:12,True,0,106211,valid_first_attempt,spartansbulldogs | mountainwestsoccer | spartansoccercomplex,San Jose State and Fresno State face off in a Mountain West soccer match at the Spartan Soccer Complex this Saturday.
ceiling2,15,2,2026-09-11T14:09:58,True,0,95895,valid_first_attempt,spartansbulldogs | mountainwestsoccer | spartansoccercomplex,San Jose State and Fresno State face off in a Mountain West soccer match at the Spartan Soccer Complex this Saturday.
ceiling2,16,2,2026-09-11T14:11:34,True,0,93465,valid_first_attempt,spartansbulldogs | mountainwestsoccer | spartansoccercomplex,San Jose State and Fresno State face off in a Mountain West soccer match at the Spartan Soccer Complex this Saturday.
ceiling2,17,2,2026-09-11T14:13:07,True,0,94807,valid_first_attempt,spartansbulldogs | mountainwestsoccer | spartansoccercomplex,San Jose State and Fresno State face off in a Mountain West soccer match at the Spartan Soccer Complex this Saturday.
ceiling2,18,2,2026-09-11T14:14:42,True,0,107026,valid_first_attempt,spartansbulldogs | mountainwestsoccer | spartansoccercomplex,San Jose State and Fresno State face off in a Mountain West soccer match at the Spartan Soccer Complex this Saturday.
ceiling2,19,2,2026-09-11T14:16:29,True,0,112601,valid_first_attempt,spartansbulldogs | mountainwestsoccer | spartansoccercomplex,San Jose State and Fresno State face off in a Mountain West soccer match at the Spartan Soccer Complex this Saturday.
ceiling2,20,2,2026-09-11T14:18:22,True,0,121600,valid_first_attempt,spartansbulldogs | mountainwestsoccer | spartansoccercomplex,San Jose State and Fresno State face off in a Mountain West soccer match at the Spartan Soccer Complex this Saturday.
